Value,Disaggregation combinations using this value,Number of indicators
109.12 km2,1,1
1249.88 km2,2,1
1311.91 km2,2,1
1563.07 km2,2,1
159.37 km2,1,1
164.74 km2,1,1
168.26 km2,1,1
205.03 km2,1,1
257.58 km2,1,1
290.10 km2,1,1
317.64 km2,1,1
345.38 km2,2,1
425.42 km2,1,1
732.58 km2,2,1
796.77 km2,1,1
